TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
TXRX4;6,00;;-1,18;-0,08;0,11;32,55;17,58;-12,61;0,84;11,42;9,55;;0,15;-0,13;-0,21;0,36;-6,51;-9,52;-68,12;-1,46;2,46;0,75;13,47;;4.049,11;-78,32;-5,10;-0,02;56.566.763,87
UCAS3;3,09;3,48;6,33;1,15;0,65;35,55;15,73;13,65;5,49;4,22;-1,25;-0,26;0,86;6,76;-1,24;1,26;18,21;10,32;13,48;0,57;0,43;0,76;3,58;;248.836,67;2,69;0,49;0,09;204.206.864,76
UGPA3;14,12;5,56;13,42;1,50;0,40;3,97;1,50;1,00;8,92;16,63;7,74;1,30;0,13;1,27;-1,12;1,98;11,18;3,00;5,86;0,27;0,73;3,01;7,24;-5,60;111.158.518,63;9,39;1,05;0,38;15.667.880.092,40
UNIP3;93,45;13,79;4,52;3,69;1,51;45,28;46,62;31,36;3,04;3,10;-0,14;-0,16;1,42;5,97;-3,02;2,02;81,47;33,34;50,24;0,41;0,59;1,06;47,87;50,28;3.127.572,63;25,44;20,72;0,02;10.346.878.574,49
UNIP5;102,90;13,82;4,97;4,05;1,66;45,28;46,62;31,36;3,34;3,10;-0,14;-0,16;1,56;6,55;-3,31;2,02;81,47;33,34;50,24;0,41;0,59;1,06;47,87;50,28;36.822,58;25,44;20,72;0,03;10.346.878.574,49
UNIP6;102,54;13,83;4,96;4,04;1,65;45,28;46,62;31,36;3,34;3,10;-0,14;-0,16;1,56;6,55;-3,31;2,02;81,47;33,34;50,24;0,41;0,59;1,06;47,87;50,28;25.021.895,42;25,44;20,72;0,03;10.346.878.574,49
USIM3;11,13;15,67;1,49;0,61;0,36;30,50;30,88;27,03;1,31;1,25;-0,10;-0,05;0,40;0,97;-0,72;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;5.498.851,71;18,30;7,45;0,00;14.423.437.090,64
USIM5;11,84;16,14;1,60;0,65;0,38;30,50;30,88;27,03;1,40;1,25;-0,10;-0,05;0,43;1,04;-0,77;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;194.741.989,29;18,30;7,45;0,00;14.423.437.090,64
USIM6;14,50;13,23;1,95;0,79;0,46;30,50;30,88;27,03;1,70;1,25;-0,10;-0,05;0,53;1,27;-0,93;3,69;40,68;23,86;26,93;0,59;0,34;0,88;31,89;;2.089,00;18,30;7,45;0,01;14.423.437.090,64
VALE3;90,21;15,66;3,96;2,53;1,02;58,69;48,60;40,47;3,30;3,47;0,17;0,13;1,60;19,82;-1,29;1,33;63,77;25,77;44,29;0,40;0,59;0,64;25,41;53,57;2.350.687.283,38;35,67;22,75;0,04;450.163.557.673,15
VAMO3;14,72;1,33;31,84;5,22;1,32;37,99;28,26;13,88;15,65;19,04;3,37;1,13;4,42;5,53;-2,17;2,55;16,40;4,14;8,10;0,25;0,75;0,30;571,04;537,78;43.283.916,92;2,81;0,46;0,29;14.381.262.918,40
VBBR3;19,66;2,96;9,84;1,82;0,62;5,05;1,91;1,64;8,43;11,95;3,53;0,76;0,16;2,26;-1,28;2,15;18,52;6,32;7,90;0,34;0,66;3,86;8,47;;199.857.779,54;10,80;2,00;-0,22;22.915.550.000,00
VIIA3;3,22;;-11,25;0,92;0,15;30,03;-0,96;-1,49;-17,56;-45,28;-27,72;1,45;0,17;-3,67;-0,29;0,92;-8,15;-1,32;-9,89;0,16;0,84;0,89;9,29;;139.126.200,38;3,53;-0,29;0,08;5.162.915.514,88
VITT3;11,76;1,93;15,22;3,40;1,92;36,15;17,65;13,58;11,71;13,40;1,68;0,49;2,07;5,73;-6,42;1,91;22,36;12,60;15,83;0,56;0,43;0,93;;;2.191.220,63;3,46;0,77;0,62;1.687.979.462,60
VIVA3;24,33;1,35;16,86;4,12;2,24;67,90;20,81;21,47;17,39;16,77;-0,53;-0,13;3,62;6,31;-5,85;2,35;24,45;13,28;17,05;0,54;0,46;0,62;;;22.263.111,54;5,90;1,44;0,11;5.713.624.032,11
VIVR3;0,88;;-1,92;-0,61;0,39;16,90;-112,00;-114,41;-1,97;-5,01;-3,04;;2,20;-0,64;-0,80;0,46;-31,55;-20,28;-216,30;-0,64;1,64;0,18;;;2.415.558,83;-1,47;-0,46;0,03;127.183.414,57
VIVT3;51,18;7,16;14,18;1,23;0,74;43,10;15,65;13,59;12,32;13,80;1,50;0,15;1,93;-61,34;-0,91;0,94;8,65;5,23;7,55;0,61;0,39;0,39;0,71;8,18;97.532.573,67;41,75;3,61;0,43;85.725.084.413,52
VIVT4;45,34;;12,56;1,09;0,66;43,10;15,65;13,59;10,91;13,80;1,50;0,15;1,71;-54,34;-0,80;0,94;8,65;5,23;7,55;0,61;0,39;0,39;0,71;8,18;;41,75;3,61;0,38;85.725.084.413,52
VLID3;10,31;2,79;18,40;0,75;0,29;24,98;7,70;2,04;4,87;9,45;4,58;0,71;0,37;1,96;-0,53;1,48;4,07;1,57;7,11;0,39;0,60;0,77;4,98;-12,01;3.490.700,63;13,88;0,56;-0,15;856.095.087,96
VSPT3;4,99;;-1,44;0,16;0,08;0,31;-11,06;-17,53;-2,29;-1,66;0,62;-0,04;0,25;-1,14;-0,09;0,49;-10,92;-5,80;-8,27;0,53;0,47;0,33;11,60;;;31,68;-3,46;-0,01;712.610.842,16
VSPT4;0,00;;0,00;0,00;0,00;0,31;-11,06;-17,53;0,00;-1,66;0,62;-0,04;0,00;0,00;0,00;0,49;-10,92;-5,80;-8,27;0,53;0,47;0,33;11,60;;;31,68;-3,46;0,00;712.610.842,16
VULC3;11,83;2,96;8,22;2,07;1,41;35,48;18,14;17,37;7,88;8,28;0,40;0,11;1,43;3,52;-4,05;2,59;25,13;17,13;19,54;0,68;0,32;0,99;10,48;58,16;5.477.004,29;5,72;1,44;0,01;2.907.296.366,52
VVEO3;15,52;2,61;9,70;2,02;0,65;17,97;8,30;6,91;8,07;8,66;0,60;0,15;0,67;1,82;-1,90;2,20;20,87;6,72;12,62;0,32;0,68;0,97;;;2.868.344,46;7,67;1,60;0,04;4.437.773.313,60
WEGE3;26,20;1,81;29,22;8,86;4,55;28,58;17,24;14,88;25,21;25,24;-0,04;-0,01;4,35;15,44;-14,20;1,77;30,32;15,58;22,79;0,51;0,47;1,05;20,26;27,50;258.467.463,21;2,96;0,90;0,71;110.347.490.167,42
WEST3;2,75;;-9,31;0,81;0,65;43,98;-16,11;-10,12;-5,85;-2,24;3,61;-0,50;0,94;1,14;-2,06;5,97;-8,71;-6,98;-14,46;0,80;0,20;0,69;;;1.158.559,58;3,39;-0,30;-0,01;303.042.894,00
WHRL3;4,92;8,00;8,17;3,67;0,87;16,87;9,00;7,93;7,20;7,15;-0,16;-0,08;0,65;43,42;-3,12;1,03;44,88;10,71;27,59;0,24;0,76;1,35;14,11;23,76;54.395,04;1,34;0,60;0,66;7.507.487.576,88
WHRL4;5,16;8,39;8,57;3,84;0,92;16,87;9,00;7,93;7,56;7,15;-0,16;-0,08;0,68;45,54;-3,27;1,03;44,88;10,71;27,59;0,24;0,76;1,35;14,11;23,76;146.297,75;1,34;0,60;0,69;7.507.487.576,88
WIZS3;8,77;6,74;8,61;3,98;0,73;59,67;40,34;20,07;4,28;4,47;0,18;0,16;1,73;-27,73;-0,85;0,84;46,25;8,50;21,78;0,18;0,55;0,42;15,13;2,22;12.961.617,17;2,19;1,01;-0,40;1.397.589.644,68
WLMM3;27,85;2,18;10,23;1,82;1,47;13,99;7,53;6,08;8,26;7,58;-1,19;-0,26;0,62;3,74;-2,92;4,69;17,80;14,32;15,56;0,80;0,19;2,36;34,55;;5.599,00;15,29;2,72;0,24;1.076.655.427,00
WLMM4;31,00;2,15;11,39;2,03;1,63;13,99;7,53;6,08;9,20;7,58;-1,19;-0,26;0,69;4,16;-3,25;4,69;17,80;14,32;15,56;0,80;0,19;2,36;34,55;;34.941,27;15,29;2,72;0,27;1.076.655.427,00
YDUQ3;16,76;0,75;27,21;1,58;0,52;55,33;13,49;4,24;8,55;14,82;6,30;1,17;1,15;3,96;-0,72;1,84;5,82;1,90;6,22;0,33;0,67;0,45;6,64;-12,30;39.742.206,42;10,61;0,62;-0,03;5.174.147.365,74
